date,agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
2023-06-12,0,-68,0,0,-24,65,-46,-34,28
2023-06-13,0,93,0,0,-40,0,44,74,74
2023-06-14,0,-93,0,0,0,93,42,-74,65
2023-06-15,0,0,0,0,1,0,0,0,-11
2023-06-16,0,0,0,0,-40,49,93,0,2
2023-06-20,0,98,0,0,-87,75,59,12,31
2023-06-21,0,13,0,0,0,0,98,-12,-28
2023-06-22,0,0,0,0,-13,0,93,0,-48
2023-06-23,0,0,0,0,1,0,2,0,-14
2023-06-26,0,15,0,0,0,0,0,0,-34
2023-06-27,0,0,0,0,-3,0,16,0,0
2023-06-28,0,0,0,0,0,0,0,0,0
2023-06-29,0,0,0,0,0,0,0,0,0
2023-06-30,0,0,0,0,0,0,0,0,0
2023-07-03,0,0,0,0,0,0,0,0,0
2023-07-05,0,0,0,0,0,0,0,0,0
2023-07-06,0,0,0,0,0,1,0,0,-5
2023-07-07,100,100,0,0,100,0,100,0,0
2023-07-10,100,100,0,0,100,0,100,0,0
2023-07-11,100,100,0,0,100,0,100,0,0
2023-07-12,100,100,0,0,100,0,100,0,0
2023-07-13,100,100,0,0,100,0,100,0,0
2023-07-14,100,100,0,0,100,0,100,0,0
2023-07-17,100,100,0,0,100,0,100,0,0
2023-07-18,100,100,0,0,100,0,100,0,0
2023-07-19,100,100,0,0,100,0,100,0,0
2023-07-20,100,100,0,0,100,0,100,0,0
2023-07-21,100,100,0,0,100,0,100,0,0
2023-07-24,100,100,0,0,100,0,100,0,0
2023-07-25,100,100,0,0,100,0,100,0,0
2023-07-26,0,36,0,0,100,0,100,0,0
2023-07-27,0,0,0,0,0,0,0,0,0
2023-07-28,0,0,0,0,0,0,0,0,0
2023-07-31,0,0,0,0,0,0,0,0,0
2023-08-01,0,0,0,0,0,0,0,0,0
2023-08-02,0,0,0,0,0,0,0,0,0
2023-08-03,0,0,0,0,0,0,0,0,0
2023-08-04,0,0,0,0,0,0,0,0,0
2023-08-07,0,0,0,0,0,0,0,0,0
2023-08-08,0,0,0,0,0,0,0,0,0
2023-08-09,0,0,0,0,0,0,0,0,0
2023-08-10,0,0,0,0,0,0,0,0,0
2023-08-11,0,0,0,0,0,0,0,0,0
2023-08-14,0,0,0,0,0,0,0,0,0
2023-08-15,0,0,0,0,0,0,0,0,0
2023-08-16,0,0,0,0,0,0,0,0,0
2023-08-17,0,0,0,0,0,0,0,0,0
2023-08-18,0,0,0,0,0,0,0,0,0
2023-08-21,0,0,0,0,0,0,0,0,0
2023-08-22,0,0,0,0,0,0,0,0,0
2023-08-23,0,0,0,0,0,0,0,0,0
2023-08-24,0,0,0,0,0,0,0,0,0
2023-08-25,0,0,0,0,0,0,0,0,0
2023-08-28,0,0,0,0,0,0,0,0,0
2023-08-29,0,0,0,0,0,0,0,0,0
2023-08-30,0,0,0,0,0,0,0,0,0
2023-08-31,0,0,0,0,0,0,0,0,0
2023-09-01,0,0,0,0,0,0,0,0,0
2023-09-05,0,0,0,0,0,0,0,0,0
2023-09-06,0,0,0,0,0,0,0,0,0
2023-09-07,0,0,0,0,0,0,0,0,0
2023-09-08,0,0,0,0,0,0,0,0,0
2023-09-11,0,0,0,0,0,0,0,0,0
2023-09-12,0,0,0,0,0,0,0,0,0
2023-09-13,0,0,0,0,0,0,0,0,0
2023-09-14,0,0,0,0,0,0,0,0,0
2023-09-15,0,0,0,0,0,0,0,0,0
2023-09-18,0,0,0,0,0,0,0,0,0
2023-09-19,0,0,0,0,0,0,0,0,0
2023-09-20,0,0,0,0,0,0,0,0,0
2023-09-21,0,0,0,0,0,0,0,0,0
2023-09-22,0,0,0,0,0,0,0,0,0
2023-09-25,0,0,0,0,0,0,0,0,0
2023-09-26,0,0,0,0,0,0,0,0,0
2023-09-27,0,0,0,0,0,0,0,0,0
2023-09-28,0,0,0,0,0,0,0,0,0
2023-09-29,0,0,0,0,0,0,0,0,0
2023-10-02,0,0,0,0,0,0,0,0,0
2023-10-03,0,0,0,0,0,0,0,0,0
2023-10-04,0,0,0,0,0,0,0,0,0
2023-10-05,7,100,35,0,0,100,100,0,100
2023-10-06,0,0,0,0,0,0,0,0,2
2023-10-09,0,0,0,0,0,0,0,0,0
2023-10-10,0,0,0,0,0,0,0,0,0
2023-10-11,0,0,0,0,0,0,0,0,0
2023-10-12,0,0,0,0,0,0,0,0,0
2023-10-13,0,0,0,0,0,0,0,0,0
2023-10-16,0,0,0,0,0,0,0,0,0
2023-10-17,0,0,0,0,0,0,0,0,0
2023-10-18,0,0,0,0,0,0,0,0,0
2023-10-19,0,0,0,0,0,0,0,0,0
2023-10-20,0,0,0,0,0,0,0,0,0
2023-10-23,0,0,0,0,0,0,0,0,0
2023-10-24,0,0,0,0,0,0,0,0,0
2023-10-25,0,0,0,0,0,0,0,0,0
2023-10-26,0,0,0,0,0,0,0,0,0
2023-10-27,0,0,0,0,0,0,0,0,0
2023-10-30,0,0,0,0,0,0,0,0,0
2023-10-31,0,0,0,0,0,0,0,0,0
2023-11-01,0,0,0,0,0,0,0,0,0
2023-11-02,0,0,0,0,0,0,0,0,0
2023-11-03,0,0,0,0,0,0,0,0,0
2023-11-06,0,0,0,0,0,0,0,0,0
2023-11-07,0,0,0,0,0,0,0,0,0
2023-11-08,0,0,0,0,0,0,0,0,0
2023-11-09,0,0,0,0,0,0,0,0,0
2023-11-10,0,0,0,0,0,0,0,0,0
2023-11-13,0,0,0,0,0,0,0,0,0
2023-11-14,0,0,0,0,0,0,0,0,0
2023-11-15,0,0,0,0,0,0,0,0,0
2023-11-16,0,0,0,0,0,0,0,0,0
2023-11-17,0,0,0,0,0,0,0,0,0
2023-11-20,0,0,0,0,0,0,0,0,0
2023-11-21,0,0,0,0,0,0,0,0,0
2023-11-22,0,0,0,0,0,0,0,0,0
2023-11-24,0,0,0,0,0,0,0,0,0
2023-11-27,0,0,0,0,0,0,0,0,0
2023-11-28,0,0,0,0,0,0,0,0,0
2023-11-29,0,0,0,0,0,0,0,0,0
2023-11-30,0,0,0,0,0,0,0,0,0
2023-12-01,0,0,0,0,0,0,0,0,0
2023-12-04,0,0,0,0,0,0,0,0,0
2023-12-05,0,0,0,0,0,0,0,0,0
2023-12-06,0,0,0,0,0,0,0,0,0
2023-12-07,0,0,0,0,0,0,0,0,0
2023-12-08,0,0,0,0,0,0,0,0,0
2023-12-11,0,0,0,0,0,0,0,0,0
2023-12-12,0,0,0,0,0,0,0,0,0
2023-12-13,0,0,0,0,0,0,0,0,0
2023-12-14,0,0,0,0,0,0,0,0,0
2023-12-15,0,0,0,0,0,0,0,0,0
2023-12-18,0,0,0,0,0,0,0,0,0
2023-12-19,0,0,0,0,0,0,0,0,0
2023-12-20,0,0,0,0,0,0,0,0,0
2023-12-21,0,0,0,0,0,0,0,0,0
2023-12-22,0,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,0,0,0,0,0,0
2023-12-27,0,0,0,0,0,0,0,0,0
2023-12-28,0,0,0,0,0,0,0,0,0
2023-12-29,0,0,0,0,0,0,0,0,0
2024-01-02,0,0,0,0,0,0,0,0,0
2024-01-03,0,0,0,0,0,0,0,0,0
2024-01-04,0,0,0,0,0,0,0,0,0
2024-01-05,0,100,0,100,0,0,100,100,100
2024-01-08,0,100,0,100,0,0,100,100,100
2024-01-09,0,100,0,100,0,0,100,100,100
2024-01-10,0,100,0,100,0,0,100,100,100
2024-01-11,0,100,0,100,0,0,100,100,100
2024-01-12,0,100,0,100,0,0,100,100,100
2024-01-16,0,100,0,100,0,0,100,100,100
2024-01-17,0,100,0,100,0,0,100,100,100
2024-01-18,0,100,0,100,0,0,100,100,100
2024-01-19,0,100,0,100,0,0,100,100,100
2024-01-22,0,100,0,100,0,0,100,100,100
2024-01-23,0,100,0,100,0,0,100,100,100
2024-01-24,0,100,0,100,0,0,100,100,100
2024-01-25,0,100,0,100,0,0,100,100,100
2024-01-26,0,100,0,100,0,0,100,100,100
2024-01-29,0,1,0,60,0,0,100,100,100
2024-01-30,0,0,0,0,0,0,0,0,2
2024-01-31,0,0,0,0,0,0,0,0,0
2024-02-01,0,0,0,0,0,0,0,0,0
2024-02-02,0,0,0,0,0,0,0,0,0
2024-02-05,0,0,0,0,0,0,0,0,0
2024-02-06,0,0,0,0,0,0,0,0,0
2024-02-07,0,0,0,0,0,0,0,0,0
2024-02-08,0,0,0,0,0,0,0,0,0
2024-02-09,0,0,0,0,0,0,0,0,0
2024-02-12,0,0,0,0,0,0,0,0,0
2024-02-13,0,0,0,0,0,0,0,0,0
2024-02-14,0,0,0,0,0,0,0,0,0
2024-02-15,0,0,0,0,0,0,0,0,0
2024-02-16,0,0,0,0,0,0,0,0,0
2024-02-20,0,0,0,0,0,0,0,0,0
2024-02-21,0,0,0,0,0,0,0,0,0
2024-02-22,0,0,0,0,0,0,0,0,0
2024-02-23,0,0,0,0,0,0,0,0,0
2024-02-26,0,0,0,0,0,0,0,0,0
2024-02-27,0,0,0,0,0,0,0,0,0
2024-02-28,0,0,0,0,0,0,0,0,0
2024-02-29,0,0,0,0,0,0,0,0,0
2024-03-01,0,0,0,0,0,0,0,0,0
2024-03-04,0,0,0,0,0,0,0,0,0
2024-03-05,0,0,0,0,0,0,0,0,0
2024-03-06,0,0,0,0,0,0,0,0,0
2024-03-07,0,0,0,0,0,0,0,0,0
2024-03-08,0,0,0,0,0,0,0,0,0
2024-03-11,0,0,0,0,0,0,0,0,0
2024-03-12,0,0,0,0,0,0,0,0,0
2024-03-13,0,0,0,0,0,0,0,0,0
2024-03-14,0,0,0,0,0,0,0,0,0
2024-03-15,0,0,0,0,0,0,0,0,0
2024-03-18,0,0,0,0,0,0,0,0,0
2024-03-19,0,0,0,0,0,0,0,0,0
2024-03-20,0,0,0,0,0,0,0,0,0
2024-03-21,0,0,0,0,0,0,0,0,0
2024-03-22,0,0,0,0,0,0,0,0,0
2024-03-25,0,0,0,0,0,0,0,0,0
2024-03-26,0,0,0,0,0,0,0,0,0
2024-03-27,0,0,0,0,0,0,0,0,0
2024-03-28,0,0,0,0,0,0,0,0,0
2024-04-01,0,0,0,0,0,0,0,0,0
2024-04-02,0,0,0,0,0,0,0,0,0
2024-04-03,0,0,0,0,0,0,0,0,0
2024-04-04,0,0,0,0,0,0,0,0,0
2024-04-05,0,0,0,0,0,0,0,0,0
2024-04-08,0,100,0,100,100,0,100,0,0
2024-04-09,0,100,0,100,100,0,100,0,0
2024-04-10,0,100,0,100,100,0,100,0,0
2024-04-11,0,100,0,100,100,0,100,0,0
2024-04-12,0,100,0,100,100,0,100,0,0
2024-04-15,0,100,0,100,100,0,100,0,0
2024-04-16,0,100,0,100,100,0,100,0,0
2024-04-17,0,100,0,100,100,0,100,0,0
2024-04-18,0,100,0,100,100,0,100,0,0
2024-04-19,0,100,0,100,100,0,100,0,0
2024-04-22,0,0,0,79,100,0,100,100,0
2024-04-23,0,0,0,0,0,0,0,0,0
2024-04-24,0,0,0,0,0,0,0,0,0
2024-04-25,0,0,0,0,0,0,0,0,0
2024-04-26,0,0,0,0,0,0,0,0,0
2024-04-29,0,0,0,0,0,0,0,0,0
2024-04-30,0,0,0,0,0,0,0,0,0
2024-05-01,0,0,0,0,0,0,0,0,0
2024-05-02,0,0,0,0,0,0,0,0,0
2024-05-03,0,0,0,0,0,0,0,0,0
2024-05-06,0,0,0,0,0,0,0,0,0
2024-05-07,0,0,0,0,0,0,0,0,0
2024-05-08,0,0,0,0,0,0,0,0,0
2024-05-09,0,0,0,0,0,0,0,0,0
2024-05-10,0,0,0,0,0,0,0,0,0
2024-05-13,0,0,0,0,0,0,0,0,0
2024-05-14,0,0,0,0,0,0,0,0,0
2024-05-15,0,0,0,0,0,0,0,0,0
2024-05-16,0,0,0,0,0,0,0,0,0
2024-05-17,0,0,0,0,0,0,0,0,0
2024-05-20,0,0,0,0,0,0,0,0,0
2024-05-21,0,0,0,0,0,0,0,0,0
2024-05-22,0,0,0,0,0,0,0,0,0
2024-05-23,0,0,0,0,0,0,0,0,0
2024-05-24,0,0,0,0,0,0,0,0,0
2024-05-28,0,0,0,0,0,0,0,0,0
2024-05-29,0,0,0,0,0,0,0,0,0
2024-05-30,0,0,0,0,0,0,0,0,0
2024-05-31,0,0,0,0,0,0,0,0,0
2024-06-03,0,0,0,0,0,0,0,0,0
2024-06-04,0,0,0,0,0,0,0,0,0
2024-06-05,0,0,0,0,0,0,0,0,0
2024-06-06,0,0,0,0,0,0,0,0,0
2024-06-07,0,0,0,0,0,0,0,0,0
2024-06-10,0,0,0,0,0,0,0,0,0
2024-06-11,0,0,0,0,0,0,0,0,0
2024-06-12,0,0,0,0,0,0,0,0,0
2024-06-13,0,0,0,0,0,0,0,0,0
2024-06-14,0,0,0,0,0,0,0,0,0
2024-06-17,0,0,0,0,0,0,0,0,0
2024-06-18,0,0,0,0,0,0,0,0,0
2024-06-20,0,0,0,0,0,0,0,0,0
2024-06-21,0,0,0,0,0,0,0,0,0
2024-06-24,0,0,0,0,0,0,0,0,0
2024-06-25,0,0,0,0,0,0,0,0,0
2024-06-26,0,0,0,0,0,0,0,0,0
2024-06-27,0,0,0,0,0,0,0,0,0
2024-06-28,0,0,0,0,0,0,0,0,0
2024-07-01,0,0,0,0,0,0,0,0,0
2024-07-02,0,0,0,0,0,0,0,0,0
2024-07-03,0,0,0,0,0,0,0,0,0
2024-07-05,0,0,0,0,0,0,0,0,0
2024-07-08,0,0,0,0,0,0,0,0,0
2024-07-09,0,0,0,0,100,0,0,100,0
2024-07-10,0,0,0,0,100,0,0,100,0
2024-07-11,0,0,0,0,100,0,0,100,0
2024-07-12,0,0,0,0,100,0,0,-100,0
2024-07-15,0,0,0,0,100,0,0,16,0
2024-07-16,0,0,0,0,100,0,0,91,0
2024-07-17,0,0,0,0,100,0,0,-1,0
2024-07-18,0,18,0,0,93,0,0,60,0
2024-07-19,100,-18,0,0,100,0,0,40,0
2024-07-22,-13,0,0,0,100,0,0,100,0
2024-07-23,-87,0,0,0,100,0,0,100,0
2024-07-24,0,0,0,0,100,0,0,100,0
2024-07-25,0,0,0,0,100,0,0,100,0
2024-07-26,0,0,0,0,100,0,0,-100,0
2024-07-29,0,0,0,0,97,0,0,2,0
2024-07-30,0,0,0,0,0,0,0,0,0
2024-07-31,0,0,0,0,0,0,0,0,0
2024-08-01,0,0,0,0,0,0,0,0,0
2024-08-02,0,0,0,0,0,0,0,0,0
2024-08-05,0,0,0,0,0,0,0,0,0
2024-08-06,0,0,0,0,0,0,0,0,0
2024-08-07,0,0,0,0,0,0,0,0,0
2024-08-08,0,0,0,0,0,0,0,0,0
2024-08-09,0,0,0,0,0,0,0,0,0
2024-08-12,0,0,0,0,29,0,0,-65,0
2024-08-13,0,0,0,0,0,0,0,1,0
2024-08-14,0,0,0,0,0,0,0,0,0
2024-08-15,0,0,0,0,0,0,0,0,0
2024-08-16,0,0,0,0,0,0,0,0,0
2024-08-19,0,0,0,0,0,0,0,0,0
2024-08-20,0,0,0,0,0,0,0,0,0
2024-08-21,0,0,0,0,0,0,0,0,0
2024-08-22,0,0,0,0,0,0,0,0,0
2024-08-23,0,0,0,0,0,0,0,0,0
2024-08-26,0,0,0,0,0,0,0,0,0
2024-08-27,0,0,0,0,0,0,0,0,0
2024-08-28,0,0,0,0,0,0,0,0,0
2024-08-29,0,0,0,0,43,0,0,-94,0
2024-08-30,1,0,0,0,0,0,0,0,0
2024-09-03,-1,0,0,0,0,0,0,0,0
2024-09-04,1,0,0,0,0,0,0,0,0
2024-09-05,-1,0,0,0,0,0,0,0,0
2024-09-06,0,0,0,0,0,0,0,0,0
2024-09-09,0,0,0,0,0,0,0,0,2
2024-09-10,0,0,0,0,0,0,0,0,-2
2024-09-11,0,0,0,0,0,0,0,0,0
2024-09-12,1,0,0,0,0,0,0,0,0
2024-09-13,-1,0,0,0,0,0,0,0,0
2024-09-16,0,0,0,0,0,0,0,0,0
2024-09-17,0,0,0,0,0,0,0,0,0
2024-09-18,0,0,0,0,18,0,0,-39,0
2024-09-19,0,0,0,0,0,0,0,0,0
2024-09-20,0,0,0,0,7,0,0,-16,0
2024-09-23,0,0,0,0,0,0,0,0,0
2024-09-24,0,0,0,0,0,0,2,0,0
2024-09-25,0,0,0,0,0,0,-2,0,0
2024-09-26,2,0,0,0,0,0,0,0,0
2024-09-27,-2,0,0,0,0,0,0,0,0
2024-09-30,0,0,0,0,0,0,0,0,0
2024-10-01,0,0,0,0,29,0,0,-64,0
2024-10-02,0,0,0,0,0,0,0,2,0
2024-10-03,0,0,0,0,0,0,0,0,0
2024-10-04,0,0,0,0,0,0,0,0,0
2024-10-07,0,0,0,62,48,52,68,0,0
2024-10-08,79,0,0,79,-48,-50,94,0,25
2024-10-09,-38,0,0,63,0,14,-33,83,-25
2024-10-10,-41,0,0,94,11,-16,5,-26,0
2024-10-11,47,0,13,-3,51,57,82,-27,14
2024-10-14,-31,0,-13,59,38,28,57,87,35
2024-10-15,-16,0,0,60,-37,83,87,3,57
2024-10-16,47,0,0,76,25,46,85,-85,-68
2024-10-17,-31,0,0,86,-37,-72,65,-35,22
2024-10-18,-16,0,0,71,-11,67,59,0,-48
2024-10-21,0,0,0,-82,-40,71,83,0,-12
2024-10-22,0,21,10,56,0,-26,47,0,85
2024-10-23,21,-21,-10,50,46,-80,46,14,7
2024-10-24,-18,0,0,92,-46,-8,-82,-9,-31
2024-10-25,-3,0,0,60,0,4,11,-5,-58
2024-10-28,0,0,0,81,0,-75,76,0,3
2024-10-29,0,0,0,93,0,-11,67,0,1
2024-10-30,69,0,9,86,0,39,-75,2,98
2024-10-31,77,0,-9,82,49,53,57,-2,-41
2024-11-01,34,0,0,-92,-49,-87,-21,2,-32
2024-11-04,-69,0,0,-47,0,88,3,-2,93
2024-11-05,-68,0,0,79,0,71,62,0,66
2024-11-06,-43,0,0,-1105,0,-248,-843,0,-191
2024-11-07,0,0,0,59,0,78,0,0,93
2024-11-08,99,0,0,95,0,-78,0,0,77
2024-11-11,41,0,10,26,0,47,52,0,64
2024-11-12,-21,0,-10,79,0,-19,-11,0,9
2024-11-13,-36,4,0,-20,0,-28,-37,0,40
2024-11-14,84,-4,0,87,0,0,-4,0,41
2024-11-15,-29,0,0,84,14,81,0,0,41
2024-11-18,55,0,0,48,-14,-67,81,0,99
2024-11-19,95,0,0,39,0,74,-30,0,32
2024-11-20,84,0,0,98,0,-87,29,0,58
2024-11-21,93,0,0,63,0,1,90,78,-61
2024-11-22,-38,0,0,71,37,-2,58,-37,66
2024-11-25,66,0,0,75,-37,0,-39,-41,-34
2024-11-26,-87,0,7,-42,17,96,82,0,-76
2024-11-27,58,0,-4,42,-17,-36,0,0,18
2024-11-29,-90,0,-3,46,0,41,92,28,92
2024-12-02,-96,0,0,31,67,-95,1,-28,-46
2024-12-03,-16,0,0,-15,28,49,66,0,94
2024-12-04,59,0,0,81,11,48,34,26,87
2024-12-05,-93,0,0,-11,-90,-98,-69,74,42
2024-12-06,-96,0,0,-19,-16,-5,64,-17,95
2024-12-09,-97,0,0,-25,38,26,55,0,-50
2024-12-10,-35,0,0,31,-27,59,7,-61,-88
2024-12-11,0,0,6,-42,35,-15,47,10,-34
2024-12-12,68,0,-6,85,-46,-9,-13,-32,-52
2024-12-13,-45,10,6,96,9,-55,45,0,24
2024-12-16,-23,-10,-6,85,-9,76,51,0,34
2024-12-17,89,0,0,86,13,65,-39,0,-58
2024-12-18,-8,0,0,76,-13,63,83,0,-58
2024-12-19,-73,0,0,44,50,80,53,0,-25
2024-12-20,36,0,0,34,-50,65,88,0,-93
2024-12-23,61,0,0,77,0,-63,34,0,97
2024-12-24,-41,0,0,94,0,-90,86,0,-40
2024-12-26,-11,0,0,72,32,70,32,0,-38
2024-12-27,-53,0,0,-3,-32,66,37,0,-66
2024-12-30,0,0,4,93,0,72,-16,0,79
2024-12-31,0,0,-4,22,0,-77,88,0,-90
2025-01-02,31,0,0,42,3,94,-22,0,77
2025-01-03,-31,0,0,46,77,-74,-59,0,14
2025-01-06,0,0,0,-68,-44,-36,13,86,-79
2025-01-07,0,100,9,100,100,0,0,0,100
2025-01-08,0,0,0,2,42,0,0,0,100
2025-01-10,0,0,0,0,0,0,0,0,1
2025-01-13,0,0,0,0,0,0,0,0,0
2025-01-14,0,0,0,0,0,0,0,0,0
2025-01-15,0,0,0,0,0,0,0,0,0
2025-01-16,0,0,0,0,0,0,0,0,0
2025-01-17,0,0,0,0,0,0,0,0,0
2025-01-21,0,0,0,0,0,0,0,0,0
2025-01-22,0,0,0,0,0,0,0,0,0
2025-01-23,0,0,0,0,0,0,0,0,0
2025-01-24,0,0,0,0,0,0,0,0,0
2025-01-27,0,0,0,0,0,0,0,0,0
2025-01-28,0,0,0,0,0,0,0,0,0
2025-01-29,0,0,0,0,0,0,0,0,0
2025-01-30,0,0,0,0,0,0,0,0,0
2025-01-31,0,0,0,0,0,0,0,0,0
2025-02-03,0,0,0,0,0,0,0,0,0
2025-02-04,0,0,0,0,0,0,0,0,0
2025-02-05,0,0,0,0,0,0,0,0,0
2025-02-06,0,0,0,0,0,0,0,0,0
2025-02-07,0,0,0,0,0,0,0,0,0
2025-02-10,0,0,0,0,0,0,0,0,0
2025-02-11,0,0,0,0,0,0,0,0,0
2025-02-12,0,0,0,0,0,0,0,0,0
2025-02-13,0,0,0,0,0,0,0,0,0
2025-02-14,0,0,0,0,0,0,0,0,0
2025-02-18,0,0,0,0,0,0,0,0,0
2025-02-19,0,0,0,0,0,0,0,0,0
2025-02-20,0,0,0,0,0,0,0,0,0
2025-02-21,0,0,0,0,0,0,0,0,0
2025-02-24,0,0,0,0,0,0,0,0,0
2025-02-25,0,0,0,0,0,0,0,0,0
2025-02-26,0,0,0,0,0,0,0,0,0
2025-02-27,0,0,0,0,0,0,0,0,0
2025-02-28,0,0,0,0,0,0,0,0,0
2025-03-03,0,0,0,0,0,0,0,0,0
2025-03-04,0,0,0,0,0,0,0,0,0
2025-03-05,0,0,0,0,0,0,0,0,0
2025-03-06,0,0,0,0,0,0,0,0,0
2025-03-07,0,0,0,0,0,0,0,0,0
2025-03-10,0,0,0,0,0,0,0,0,0
2025-03-11,0,0,0,0,0,0,0,0,0
2025-03-12,0,0,0,0,0,0,0,0,0
2025-03-13,0,0,0,0,0,0,0,0,0
2025-03-14,0,0,0,0,0,0,0,0,0
2025-03-17,0,0,0,0,0,0,0,0,0
2025-03-18,0,0,0,0,0,0,0,0,0
2025-03-19,0,0,0,0,0,0,0,0,0
2025-03-20,0,0,0,0,0,0,0,0,0
2025-03-21,0,0,0,0,0,0,0,0,0
2025-03-24,0,0,0,0,0,0,0,0,0
2025-03-25,0,0,0,0,0,0,0,0,0
2025-03-26,0,0,0,0,0,0,0,0,0
2025-03-27,0,0,0,0,0,0,0,0,0
2025-03-28,0,0,0,0,0,0,0,0,0
2025-03-31,0,0,0,0,0,0,0,0,0
2025-04-01,0,0,0,0,0,0,0,0,0
2025-04-02,0,0,0,0,0,0,0,0,0
2025-04-03,0,0,0,0,0,0,0,0,0
2025-04-04,0,-100,-9,-102,-142,0,0,0,-201
2025-04-07,0,100,9,100,100,0,0,0,100
2025-04-08,0,2,0,50,100,0,0,0,100
